"State","year","vals","state_name","code"
"VT",2012,14.92702961,"Vermont","VT"
"VT",2011,14.43497181,"Vermont","VT"
"VT",2013,13.41801929,"Vermont","VT"
"VA",2006,17.63234138,"Virginia","VA"
"VA",2009,13.54646587,"Virginia","VA"
"VA",2002,13.51486111,"Virginia","VA"
"VA",2003,14.0449543,"Virginia","VA"
"VA",2010,15.75597858,"Virginia","VA"
"VA",2008,15.52438259,"Virginia","VA"
"VA",2007,17.18343544,"Virginia","VA"
"VA",2011,15.15090656,"Virginia","VA"
"VA",2001,13.8502655,"Virginia","VA"
"VA",2004,15.65229797,"Virginia","VA"
"VA",2012,16.98177719,"Virginia","VA"
"VA",2013,14.45789242,"Virginia","VA"
"VA",2005,17.12413216,"Virginia","VA"
"WA",2006,20.84270668,"Washington","WA"
"WA",2007,22.06113052,"Washington","WA"
"WA",2002,16.35784149,"Washington","WA"
"WA",2001,17.51698685,"Washington","WA"
"WA",2008,18.07600212,"Washington","WA"
"WA",2011,17.22268295,"Washington","WA"
"WA",2004,17.97505569,"Washington","WA"
"WA",2009,15.38704777,"Washington","WA"
"WA",2005,19.68507957,"Washington","WA"
"WA",2003,16.703722,"Washington","WA"
"WA",2012,21.11608315,"Washington","WA"
"WA",2010,16.43059921,"Washington","WA"
"WA",2013,17.5916996,"Washington","WA"
"WV",2002,11.6742239,"West Virginia","WV"
"WV",2001,13.60556126,"West Virginia","WV"
"WV",2006,14.2965107,"West Virginia","WV"
"WV",2004,12.72422981,"West Virginia","WV"
"WV",2003,12.06384087,"West Virginia","WV"
"WV",2007,15.42595577,"West Virginia","WV"
"WV",2008,15.30285358,"West Virginia","WV"
"WV",2005,14.97303677,"West Virginia","WV"
"WV",2011,15.31966782,"West Virginia","WV"
"WV",2009,15.31520462,"West Virginia","WV"
"WV",2013,12.29632664,"West Virginia","WV"
"WV",2012,13.86476421,"West Virginia","WV"
"WV",2010,14.42978382,"West Virginia","WV"
"WI",2006,17.68582726,"Wisconsin","WI"
"WI",2007,17.5738678,"Wisconsin","WI"
"WI",2008,16.38216782,"Wisconsin","WI"
"WI",2001,14.21232319,"Wisconsin","WI"
"WI",2002,14.16862869,"Wisconsin","WI"
"WI",2011,15.4898901,"Wisconsin","WI"
"WI",2004,15.20015335,"Wisconsin","WI"
"WI",2010,15.76768017,"Wisconsin","WI"
"WI",2009,15.36838436,"Wisconsin","WI"
"WI",2012,17.82771111,"Wisconsin","WI"
"WI",2013,15.88519192,"Wisconsin","WI"
"WI",2003,14.25410748,"Wisconsin","WI"
"WI",2005,16.4792614,"Wisconsin","WI"
"WY",2011,22.12639809,"Wyoming","WY"
"WY",2009,20.68118858,"Wyoming","WY"
"WY",2002,22.04696655,"Wyoming","WY"
"WY",2004,24.7324028,"Wyoming","WY"
"WY",2006,32.96400452,"Wyoming","WY"
"WY",2012,27.1410141,"Wyoming","WY"
"WY",2005,28.52307129,"Wyoming","WY"
"WY",2010,28.47088814,"Wyoming","WY"
"WY",2003,22.63877106,"Wyoming","WY"
"WY",2007,33.94255829,"Wyoming","WY"
"WY",2008,28.16578102,"Wyoming","WY"
"WY",2001,24.08514786,"Wyoming","WY"
"WY",2013,29.58349419,"Wyoming","WY"
